DROPBEARCONVERT SSH ESCALADA DE PRIVILEGIOS
DBCLIENT -M/-C ESCALADA DE PRIVILEGIOS
DBCLIENT/SERVER -V DIVULGACIÓN DE INFORMACIÓN DE MEMORIA
Divulgación de información remota de indagación de caché del servidor DNS
Detección de servidor DNS de Microsoft no compatible
Detección de servidor DHCP
Sistema operativo Windows no compatible (remoto)
SMB Firma no requerida (Firma SMB no requerida) Remoto
SMB Firma no requerida (Firma SMB no requerida) Remoto
MICROSOFT WINDOWS DNS LLMNR QUERY ESCALADA DE PRIVILEGIOS
Sistema operativo Windows no compatible (remoto)
Actualización de seguridad para el servidor SMB de Microsoft Windows
Actualización de Seguridad MS16-047 para los protocolos remotos SAM y LSAD
SMB Firma no requerida (Firma SMB no requerida) Remoto
SMB Firma no requerida (Firma SMB no requerida) Remoto
No se puede confiar en el certificado SSL
